name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Колебанова Алина Александровна,Восточный,2,36,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Конкин Сергей Петрович,Восточный,2,82,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Кувшинова Раиса Ивановна,Восточный,2,75,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Кулагин Сергей Владимирович,Восточный,2,352,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Лонина Юлия Борисовна,Восточный,2,231,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Никульшин Андрей Андреевич,Восточный,2,75,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Никульшина Надежда Валериевна,Восточный,2,270,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Обуховский Владимир Владимирович,Восточный,2,39,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Полтев Валерий Николаевич,Восточный,2,34,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Смирнов Андрей Анатольевич,Восточный,2,137,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Суровицкий Дмитрий Алексеевич,Восточный,2,109,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Сыромятникова Любовь Валерьевна,Восточный,2,50,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Фонтуренкова Наталья Дмитриевна,Восточный,2,100,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Шаров Виталий Филиппович,Восточный,2,159,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Шишкина Наталья Александровна,Восточный,2,268,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Янчуков Игорь Александрович,Восточный,2,238,3869,1060,1,97,29.93021452571724,0.025846471956577927,2.507107779788059
Архипов Иван Валерьевич,Гольяново,2,538,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Асташкин Олег Олегович,Гольяново,2,355,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Балмышев Алексей Валерьевич,Гольяново,2,183,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Балмышева Роза Ахсановна,Гольяново,2,194,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Барышникова Анастасия Павловна,Гольяново,2,1363,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Горячева Дарья Петровна,Гольяново,2,299,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Здраевский Дмитрий Александрович,Гольяново,2,1263,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Колесникова Татьяна Михайловна,Гольяново,2,910,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Кудрявцева Елена Михайловна,Гольяново,2,410,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Кудряшов Сергей Константинович,Гольяново,2,920,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Куликов Андрей Алексеевич,Гольяново,2,277,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Лаврентьев Андрей Вячеславович,Гольяново,2,492,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Любицкий Вячеслав Юрьевич,Гольяново,2,424,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Мячин Андрей Владимирович,Гольяново,2,614,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Неустроев Сергей Васильевич,Гольяново,2,537,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Никольский Юрий Евгеньевич,Гольяново,2,1267,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Полтавцев Андрей Иванович,Гольяново,2,205,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Рушникова Валентина Александровна,Гольяново,2,529,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Селезнёва Светлана Викторовна,Гольяново,2,1345,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Соколова Мария Валерьяновна,Гольяново,2,1514,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Стефанцев Тимофей Викторович,Гольяново,2,224,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Теренина Татьяна Михайловна,Гольяново,2,950,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Шишов Дмитрий Вячеславович,Гольяново,2,768,34445,3959,11,328,12.477863260269995,0.031934968790825954,0.9522427057628102
Алдошина Юлия Владимировна,Гольяново,1,682,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Ануфриева Наталья Александровна,Гольяново,1,585,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Баш Юлия Александровна,Гольяново,1,1994,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Белов Александр Владимирович,Гольяново,1,353,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Богданова Александра Сергеевна,Гольяново,1,214,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Глубоковских Вадим Витальевич,Гольяново,1,1551,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Грибков Вадим Николаевич,Гольяново,1,1196,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Исаев Сергей Иванович,Гольяново,1,485,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Козырева Елена Викторовна,Гольяново,1,232,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Кулага Наталья Николаевна,Гольяново,1,1879,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Куштуев Степан Сергеевич,Гольяново,1,139,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Максина Евгения Николаевна,Гольяново,1,565,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Нараевский Алексей Викторович,Гольяново,1,616,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Осипов Алексей Анатольевич,Гольяново,1,370,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Павлова Елена Александровна,Гольяново,1,1136,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Перадзе Лев Отарович,Гольяново,1,418,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Покатаев Алексей Николаевич,Гольяново,1,161,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Семенов Антон Дмитриевич,Гольяново,1,263,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Столяров Евгений Александрович,Гольяново,1,233,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Тишкин Игорь Анатольевич,Гольяново,1,1140,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Хваталина Юлия Викторовна,Гольяново,1,1741,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Четвертков Тимофей Михайлович,Гольяново,1,1783,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Ягудаев Денис Мирхаевич,Гольяново,1,171,34343,4300,19,449,13.883469702705064,0.055324229100544506,1.307398887691815
Акишин Антон Иванович,Гольяново,3,1984,35213,4570,18,311,13.912475506205094,0.05111748501973703,0.8831965467299009
