name,declined,parties,won
Индык Екатерина Владимировна,3,4,0
Курбатова Ирина Владимировна,3,10,1
Макарова Елизавета Петровна,3,3,0
Макеев Иван Владимирович,4,4,0
Матвеева Александра Викторовна,4,10,1
Мирошниченко Оксана Петровна,4,10,1
Мурзин Игорь Алексеевич,4,3,0
Овчаренко Евгений Сергеевич,4,4,0
Садеков Рафаиль Абдулханянович,4,5,0
Шипилов Сергей Александрович,4,8,0
Щербакова Вероника Сергеевна,4,7,0
Акимов Николай Юрьевич,0,10,1
Аксененко Виктория Петровна,0,3,0
Ананьев Олег Вячеславович,0,10,1
Балашов Степан Александрович,0,3,0
Власов Александр Витальевич,0,0,0
Высоцкий Иван Владимирович,0,10,1
Гапенко Александр Васильевич,0,5,0
Горбачев Андрей Сергеевич,0,0,0
Иванов Максим Михайлович,0,4,0
Киселева Людмила Николаевна,0,0,0
Копылов Александр Григорьевич,0,23,0
Костюковский Алексей Сергеевич,0,4,0
Мазуров Андрей Иванович,0,7,0
Манаевская Елена Вячеславовна,0,4,0
Мирзоева Алина Давидовна,0,20,0
Орионов Валентин Валерьевич,0,5,0
Подольская Елена Дмитриевна,0,10,1
Поляков Виктор Леонидович,0,10,1
Семенова Ольга Александровна,0,4,0
Сидорова Анастасия Александровна,2,3,0
Томилов Валентин Михайлович,2,20,0
Хрипунов Вячеслав Владимирович,2,0,0
Хрищатая Татьяна Леонидовна,2,6,0
Алексеев Алексей Алексеевич,0,5,0
Андреев Сергей Сергеевич,0,3,0
Афанасова Вера Васильевна,0,4,0
Балабуткин Алексей Алексеевич,0,3,0
Бондарь Андрей Васильевич,0,7,0
Дегтярев Станислав Олегович,0,4,0
Евсеев Анатолий Дмитриевич,0,10,1
Зинич Михаил Викторович,0,9,0
Кисель Александр Павлович,0,8,0
Колганов Максим Олегович,0,3,0
Костюченко Владимир Евгеньевич,0,7,0
Кручинин Иван Михайлович,0,3,0
Кручинин Юрий Михайлович,0,3,0
Ларин Михаил Игоревич,0,9,0
Лутовинов Сергей Александрович,0,17,0
Манасипов Руслан Яшарович,0,4,0
Москалюк Павел Александрович,0,0,0
Моськин Константин Сергеевич,0,10,1
Мусиенко Виталий Иванович,0,4,0
Мягкая Ирина Николаевна,1,0,0
Померанцев Георгий Александрович,1,5,0
Романов Алексей Александрович,1,10,1
Сколозубов Владимир Игоревич,1,8,0
Смелова Марина Александровна,1,10,1
Сосновский Илья Владимирович,1,10,1
Федоров Павел Сергеевич,1,4,0
Шкурин Николай Викторович,1,0,0
Акмуратова Светлана Васильевна,0,10,1
Алымова-Орлова Лариса Николаевна,0,10,1
Амбарцумов Андрей Евгеньевич,0,4,0
Булатов Антон Эминович,0,0,0
Валиев Илья Мидхатович,0,4,0
Докучаев Александр Викторович,0,4,0
Егоров Игорь Сергеевич,0,4,0
Журавлев Анатолий Витальевич,0,0,0
Красов Юрий Владимирович,0,0,0
Морозков Сергей Владиславович,0,0,0
Муцко Александр Степанович,0,9,0
Нетунаев Владислав Валерьевич,0,8,0
Орионов Валентин Валерьевич,0,5,0
Орлов Иван Юрьевич,0,8,0
Пашков Андрей Анатольевич,0,10,1
Породин Николай Вячеславович,0,10,1
Пугачева Нина Владимировна,0,4,0
Пшерадовская Ирина Алексеевна,0,3,0
Сандаков Яков Павлович,0,10,1
Симонов Анатолий Васильевич,0,0,0
Советина Ксения Анатольевна,1,5,0
Щёголев Александр Павлович,1,0,0
Абрамов Игорь Николаевич,0,10,1
Волошина Анастасия Викторовна,0,10,1
Воробьев Евгений Викторович,0,4,0
Дугинова Татьяна Леонидовна,0,10,1
Игнатьева Александра Витальевна,0,10,1
Митяев Александр Константинович,0,5,0
Новикова Татьяна Викторовна,0,10,1
Орлов Артем Юрьевич,0,8,0
Пимкин Юрий Александрович,0,3,0
Сараев Дмитрий Михайлович,0,4,0
Смирнов Сергей Сергеевич,0,4,0
Сотникова Тамара Ивановна,0,7,0
Агафонцев Александр Сергеевич,0,4,0
Боровова Ирина Валерьевна,0,10,1
Гишко Наталья Юрьевна,0,0,0
Горбунов Игорь Геннадьевич,0,0,0
Давыдов Алексей Владимирович,0,4,0
Дмитриева Ольга Михайловна,0,10,1
Еленский Владислав Олегович,0,8,0
Игнаток Николай Владимирович,0,6,0
Козадаев Сергей Сергеевич,0,5,0
Козлович Вадим Николаевич,0,4,0
Коломаченко Александр Михайлович,0,10,1
Крутер Ирина Викторовна,0,10,1
Куранина Надежда Михайловна,0,10,1
Курашев Антон Геннадьевич,0,4,0
Молчанов Георгий Евгеньевич,0,9,0
Паньшин Виктор Николаевич,0,4,0
Серов Геннадий Геннадьевич,0,0,0
Снежко Татьяна Анатольевна,0,0,0
Фролова Мария Александровна,0,0,0
Андропов Владимир Юрьевич,0,3,0
Веселов Сергей Павлович,0,3,0
Ванесян Андраник Лазревич,0,4,0
Горносько Илья Александрович,0,4,0
Исполатов Андрей Борисович,0,4,0
Касенков Алексей Вадимович,0,4,0
Михальченко Наталья Алексеевна,0,4,0
Шихсаидов Шамиль Музакирович,0,6,0
Хлюпин Максим Васильевич,0,5,0
Белкова Инна Анатольевна,0,10,1
Коваленко Алексей Николаевич,0,10,1
Кувардина Наталья Григорьевна,0,10,1
Морозов Станислав Валерьевич,0,10,1
Уколов Антон Альфредович,0,10,1
Волкова Галина Владимировна,0,7,0
Барановский Олег Андреевич,0,9,0
Дубровко Михаил Олегович,0,9,0
Суров Евгений Юрьевич,0,9,0
Сурова Елена Борисовна,0,9,0
Лапин Юрий Александрович,1,0,0
Родин Семен Павлович,1,0,0
Хохлова Ирина Михайловна,1,0,0
Устюков Дмитрий Владимирович,1,3,0
Демиденко Ирина Борисовна,1,4,0
Исполатов Борис Юрьевич,1,4,0
Крюковских Александр Ильич,1,4,0
Турков Николай Владимирович,1,4,0
Щетинин Владимир Александрович,1,4,0
Тарханян Артур Альбертович,1,6,0
Садеков Рафаиль Абдулханянович,1,5,0
Азевич Александр Александрович,1,10,1
Касаева Диана Альбертовна,1,10,1
Меньшова Ирина Владиславовна,1,10,1
Плахова Алла Семеновна,1,10,1
Пчелинцева Ольга Викторовна,1,10,1
Кожухарь Александр Анатольевич,1,9,0
Рыбаков Александр Евгеньевич,1,9,0
Чумаков Олег Игоревич,1,9,0
Шереметьева Екатерина Игоревна,1,9,0
Блинова Анна Михайловна,1,0,0
Еремеев Владимир Валерьевич,0,0,0
Крамаров Артем Альбертович,0,0,0
Курганов Станислав Вадимович,0,0,0
Селехов Николай Викторович,0,0,0
Шакиров Руслан Салаватович,0,0,0
Абасалиев Марат Анверович,1,0,0
Агафонова Татьяна Борисовна,1,10,0
Азаров Игорь Владимирович,1,0,0
Алябушева Галина Васильевна,1,10,0
Богачева Ольга Ивановна,1,0,0
Бутов Иван Робертович,1,8,0
Варламов Сергей Александрович,1,4,0
Васандани Татьяна Михайловна,1,6,1
Воронцов Александр Константинович,1,9,0
Головин Кирилл Геннадьевич,1,7,0
Кашинский Даниил Александрович,1,5,0
Красильников Владимир Александрович,1,17,1
Лебедев Дмитрий Андреевич,1,9,0
Марусева Татьяна Петровна,1,10,0
Мительман Михаил Михайлович,1,0,0
Можайцев Игорь Николаевич,1,10,0
Окорокова Людмила Александровна,1,0,0
Поданева Евгения Леонидовна,1,0,0
Соколова Ольга Игоревна,1,8,0
Стушко Михаил Михайлович,0,5,0
Тарасов Виталий Игоревич,0,0,0
Хананашвили Михаил Нодариевич,0,9,1
Хорошилов Василий Вадимович,0,9,1
Чекун Игорь Николаевич,0,4,0
Шемякина Лидия Вадимовна,0,3,0
Антонов Виктор Дмитриевич,1,0,0
Вершинина Лилия Геннадьевна,1,10,0
Донцова Ирина Юрьевна,1,0,1
Жуйкова Надежда Михайловна,1,6,1
Завьялов Михаил Михайлович,1,5,0
Зеленский Андрей Борисович,1,4,0
Кабо Ольга Игорьевна,1,10,0
Кашпар Филипп Викторович,1,9,0
Комарницкий Владимир Геннадьевич,1,17,0
Костюченко Сергей Николаевич,1,7,0
Мартыненко Сергей Михайлович,1,4,0
Образцова Алиса Сергеевна,1,9,1
Савченко Георгий Евгеньевич,1,10,0
Сильнов Дмитрий Сергеевич,1,0,0
Солина Анастасия Владиславовна,1,9,0
Ставинская Анна Сергеевна,1,0,0
Тимофеев Андрей Петрович,1,5,0
Ушаков Кирилл Олегович,1,5,0
Уютнов Андрей Викторович,1,4,0
Хананашвили Нодари Лотариевич,0,9,1
Цысарь Алексей Петрович,0,3,0
Черногорцева Марина Васильевна,0,10,0
Шмакалов Юрий Михайлович,0,4,0
Воробьёв Владимир Юрьевич,0,7,0
Гильц Елена Александровна,0,4,1
Глушко Станислав Михайлович,0,0,0
Гончаревская Зоя Леонидовна,0,10,0
Данилов Илья Игоревич,0,5,0
Дьяченко Евгений Валерьевич,0,0,0
Жукова Наталья Павловна,0,4,0
Казаков Владимир Сергеевич,0,0,0
Киприянов Петр Эдуардович,0,0,0
Клюкина Анна Иосифовна,0,10,0
Лапшов Алексей Сергеевич,0,5,0
Логвинова Светлана Евгеньевна,0,10,0
Медведева Елена Анатольевна,0,9,0
Моисеева Валентина Викторовна,0,10,0
Романова Елена Валентиновна,0,0,0
Рудик Александра Алексеевна,0,3,0
Сильнов Алексей Сергеевич,0,0,0
Смирнов Левон Леонидович,0,4,1
Сосунова Евгения Игоревна,0,0,0
Стусов Антон Александрович,0,9,1
Шефер Маргарита Викторовна,0,4,1
Афанасьев Игорь Геннадиевич,0,6,0
Баранов Олег Викторович,0,0,0
Запашная Татьяна Васильевна,0,10,0
Зуев Юрий Борисович,0,9,1
Колесова Анастасия Валерьевна,0,9,1
Косован Игорь Анатольевич,0,4,0
Ларионова Ольга Сергеевна,0,5,0
Обжирова Ирина Михайловна,0,8,0
Павлова Надежда Сергеевна,0,10,0
Симоненкова Марина Борисовна,0,3,0
Стараев Сергей Валентинович,0,4,0
Сычев Антон Андреевич,0,4,0
Филатова Марина Николаевна,0,10,0
Финашкина Людмила Васильевна,0,0,0
Фомичева Римма Мотелевна,0,7,0
Чирков Максим Андреевич,0,8,0
Шагиахметова Эльмира Камильевна,0,9,1
Акиева Луиза Батарбековна,0,0,0
Ардельянов Андрей Валентинович,0,9,1
Бибикова Елена Владимировна,0,10,0
Вартанов Олег Игоревич,0,10,0
Гусляев Артем Александрович,0,4,0
Дорофеев Сергей Владимирович,0,8,0
Дурманов Александр Александрович,0,4,0
Забелина Светлана Алексеевна,0,0,0
Завьялов Алексей Петрович,0,0,0
Замиховский Антон Михайлович,0,5,0
Каменцева Людмила Артуровна,0,3,0
Кирюхин Илья Сергеевич,0,4,0
Лангар Артем Рахимуллович,0,9,1
Останина Вера Александровна,0,7,0
Севостьянова Юлия Борисовна,0,10,0
Терехов Константин Владимирович,0,8,0
Толкачев Григорий Олегович,0,9,1
Топорнин Николай Борисович,0,6,0
Вардомская Ольга Юрьевна,0,4,0
Гуляев Анатолий Александрович,0,0,0
Давидович Ян Александрович,0,9,1
Езерская Дарья Владимировна,0,4,0
Журавлев Георгий Владимирович,0,0,0
Кодзов Ислам Нурмухамедович,0,17,0
Коротков Алексей Валерьевич,0,3,0
Кучумова Юлия Михайловна,0,9,1
Оленева Марина Александровна,0,10,0
Орлова Елена Владиславовна,0,10,0
Романовская Светлана Валентиновна,0,3,0
Русакова Елена Леонидовна,0,9,1
Рыбакова Тамара Михайловна,0,10,0
Соннов Михаил Викторович,0,4,0
Степина Наталья Владимировна,0,3,0
Тимошин Артем Викторович,0,8,0
Тимошина Юлия Сергеевна,0,5,0
Тучкова Анна Петровна,0,7,0
Федоров Николай Борисович,0,0,0
Царёва Инна Анатольевна,0,8,0
Шариков Дмитрий Николаевич,0,5,0
Антонова Вера Николаевна,0,7,0
Галицкий Алексей Игоревич,0,8,0
Глазко Евгений Геннадьевич,0,9,1
Данилов Илья Игоревич,0,5,0
Джигарханян Армен Борисович,0,10,0
Елохов Константин Дмитриевич,0,9,1
Киндяков Владимир Викторович,0,4,0
Клюйкова Александрина Васильевна,0,0,0
Кляшторин Александр Алексеевич,0,18,0
Лещук Мартин Брониславович,0,4,0
Махнутин Максим Вадимович,0,10,0
Миронов Кирилл Владимирович,0,10,0
Симон Анна Игоревна,0,3,0
Стрелков Денис Александрович,0,4,0
Фахми Ясмин Мохамедовна,0,9,1
Цветкова Татьяна Васильевна,0,3,0
Шишлов Григорий Григорьевич,0,5,0
Шмелев Иван Викторович,0,5,0
Щетинин Павел Константинович,0,8,0
Арефьев Михаил Константинович,2,4,0
Высоцкая Ольга Николаевна,2,10,1
Гурылев Борис Вячеславович,2,0,1
Данилов Илья Игоревич,2,5,0
Земляной Даниил Игоревич,2,4,0
Карнаухова Анна Николаевна,2,5,0
Клыков Сергей Сергеевич,2,0,0
Коростелёв Вячеслав Вячеславович,2,10,1
Котовский Александр Валерьевич,2,5,0
Маклаков Александр Вячеславович,2,10,0
Малахов Петр Константинович,2,0,0
Минаев Александр Васильевич,2,3,0
Поминова Татьяна Сергеевна,2,10,0
Прыткова Татьяна Дмитриевна,2,3,0
Самгин Юрий Александрович,2,9,1
Цыганкова Марина Юрьевна,2,0,0
Чепелева Светлана Николаевна,2,7,0
Шатило Игорь Юрьевич,0,4,0
Щербаков Валентин Михайлович,0,10,0
Янкаускас Константинас Стасисович,0,0,1
Ярославцева Светлана Ивановна,0,0,0
Азарова Надежда Леонидовна,3,4,0
Аляева Ольга Михайловна,3,0,0
Ананьева Светлана Валентиновна,3,3,0
Арехина Татьяна Анатольевна,3,10,1
Архипова Наталья Николаевна,3,0,0
Бурова Ольга Анатольевна,3,0,0
Деревянко Ирина Геннадьевна,3,10,1
Догадина Светлана Вагифовна,3,5,0
Жандаров Николай Николаевич,3,8,0
Жимаева Екатерина Михайловна,3,5,0
Калабин Станислав Юрьевич,3,0,0
Каменова Римма Харисовна,3,10,1
Колков Сергей Владимирович,3,7,0
Котова Галина Юрьевна,3,10,1
Курбанов Дмитрий Михайлович,3,17,0
Ларина Нина Алексеевна,3,10,1
Лосев Максим Олегович,3,8,0
Мартынов Юрий Григорьевич,2,4,0
Минцковская Анастасия Владимировна,2,4,0
Мороз Юрий Николаевич,2,9,0
Наумов Тимур Маарифович,2,4,0
Перевалов Максим Игоревич,2,5,0
Подласова Ирина Геннадьевна,2,7,0
Пугачев Василий Владимирович,2,0,0
Сюкалов Михаил Алексеевич,2,3,0
Шафранов Илья Георгиевич,2,0,0
Яцык Светлана Александровна,2,0,0
Ганьшина Александра Евгеньевна,0,7,0
Голованов Максим Александрович,0,4,0
Гришин Антон Андреевич,0,0,1
Гурьянов Сергей Александрович,0,8,0
Дараган Димитрий Юрьевич,0,4,0
Евченко Дмитрий Игоревич,0,8,0
Егорычева Валентина Сергеевна,0,10,0
Елагин Сергей Александрович,0,4,0
Жданова Марина Аркадьевна,0,10,0
Жильцов Сергей Алексеевич,0,8,0
Завьялов Михаил Михайлович,0,5,0
Замятин Александр Андреевич,0,0,1
Иванов Михаил Сергеевич,0,0,1
Игнаткин Тихон Викторович,0,0,0
Карпушин Артур Александрович,0,8,0
Лапшов Алексей Сергеевич,0,5,0
Лукьяненко Алексей Владимирович,0,9,1
Макеева Ирина Юрьевна,0,3,0
Максимов Павел Владимирович,0,3,0
Обухова Люция Султановна,0,3,0
Пархоменко Оксана Анатольевна,0,10,0
Раззакова Екатерина Андреевна,0,10,0
Старых Анастасия Игоревна,0,8,0
Стогова Ольга Николаевна,0,0,0
Суходровский Андрей Дмитриевич,0,10,0
Чернышева Наталья Юрьевна,0,0,1
Александров Сергей Сергеевич,1,4,0
Афанасьев Леонид Леонидович,1,3,0
Бойко Петр Алексеевич,1,0,0
Болдырев Дмитрий Николаевич,1,9,1
Брундукова Марина Викторовна,1,10,1
Гапеева Ирина Юрьевна,1,10,0
Датнов Дмитрий Леонидович,1,9,1
Дровенников Дмитрий Геннадьевич,1,7,0
Зиновьева Марина Александровна,1,9,1
Исавнин Александр Алексеевич,1,6,0
Карасева Анастасия Вадимовна,1,4,0
Ковальский Тарас Вадимович,1,6,0
Копытов Андрей Валерьевич,1,8,0
Лысенков Николай Александрович,1,4,0
Мосина Ирина Михайловна,1,10,0
Плотников Александр Анатольевич,1,5,0
Прудлик Ольга Игоревна,1,0,1
Силиванова Ксения Викторовна,1,10,0
Туба Давор ,1,10,0
Чернов Олег Георгиевич,0,4,0
Юрков Дмитрий Викторович,0,4,0
Анпилова Полина Максимовна,0,3,0
Антонов Александр Александрович,0,0,0
Афанасьева Мария Николаевна,0,8,0
Бирюков Сергей Евгеньевич,0,8,0
Биткова Светлана Николаевна,0,10,1
Богданова Инна Владимировна,0,4,0
Грачев Михаил Николаевич,0,4,0
Гусев Александр Владимирович,0,4,0
Давыдов Дмитрий Викторович,0,10,0
Данкова Валерия Владимировна,0,0,0
Ермолаева Татьяна Игоревна,0,10,1
Иванов Александр Юрьевич,0,6,0
Киселев Виктор Евгеньевич,0,10,1
Клюева Инесса Викторовна,0,10,0
Кочнев Сергей Вениаминович,0,0,0
Лысенков Вадим Владимирович,0,4,0
Любимов Андрей Георгиевич,0,5,0
Малахов Сергей Викторович,0,9,1
Маханько Елена Михайловна,0,4,0
Михеева Лариса Васильевна,1,7,0
Мочарский Александр Николаевич,1,7,0
Рекаев Андрей Юрьевич,1,5,0
Свирин Андрей Викторович,1,0,0
Силуянова Елена Владимировна,1,8,0
Соколов Сергей Юрьевич,1,0,1
Чекрыжов Юрий Александрович,1,8,0
Афонин Роман Викторович,0,3,0
Бегларян Камо Лемаксович,0,8,0
Геворкян Гаянэ Андреевна,0,5,0
Гонялин Алексей Сергеевич,0,4,0
Громов Михаил Николаевич,0,0,1
Давыдов Владимир Владимирович,0,4,0
Ефимов Владимир Алексеевич,0,5,0
Колесов Максим Геннадьевич,0,0,0
Королева Светлана Васильевна,0,0,0
Лапшов Алексей Сергеевич,0,5,0
Латынин Марк Сергеевич,0,5,0
Лебедева Наталия Александровна,0,10,0
Мельников Кирилл Владимирович,0,10,1
Менчиц Юрий Владимирович,0,3,0
Мирошниченко Илья Игоревич,0,4,0
Панов Алексей Владимирович,0,9,1
Понкратова Ксения Андреевна,0,9,1
Попов Михаил Александрович,0,10,1
Сергеев Игорь Иванович,0,0,0
Травникова Наталья Анатольевна,0,10,0
Федюкин Сергей Александрович,0,10,0
Филипчук Михаил Семенович,0,4,0
Честнейший Марат Степанович,0,4,0
Аносов Виталий Витальевич,0,22,0
Антонова Елена Александровна,0,0,0
Белкин Андрей Александрович,0,4,0
Будко Александр Анатольевич,0,9,0
Герасимов Александр Сергеевич,0,10,1
Горбачева Елена Сергеевна,0,3,0
Дворова Ирина Лазаревна,0,10,1
Долженков Юрий Михайлович,0,8,0
Еникеева Наталья Александровна,0,0,0
Здравчев Никита Сергеевич,0,17,0
Каблов Игорь Викторович,0,4,0
Кадухина Валентина Михайловна,0,10,1
Косарева Валентина Владимировна,0,10,1
Кохов Сергей Викторович,0,4,0
Кузнецов Вячеслав Александрович,0,4,0
Курганский Сергей Борисович,0,4,0
Либман Михаил Борисович,0,9,0
Либман Наталья Олеговна,0,9,0
Лягушин Владимир Евгеньевич,0,5,0
Онищук Жанна Константиновна,0,7,0
Петров Андрей Михайлович,0,9,0
Плотников Игорь Владимирович,0,5,0
Пьяных Александр Викторович,0,3,0
Смышляева Елена Анатольевна,0,10,1
Сухова Валентина Петровна,0,0,0
Шевцов Илья Максимович,0,8,0
Юрий Сергей Константинович,0,5,0
Арушанян Рома Генрихович,1,0,0
Ваганова Юлия Сергеевна,1,0,0
Васильев Николай Михайлович,1,4,0
Верещагин Владимир Иванович,1,10,1
Данилов Илья Игоревич,1,5,0
Егунев Андрей Витальевич,1,4,0
Зобов Олег Михайлович,1,5,0
Зорин Николай Николаевич,1,8,0
Казаков Василий Евгеньевич,1,9,0
Казаков Виталий Степанович,1,4,0
Карелин Андрей Феликсович,1,0,0
Масленников Алексей Константинович,1,10,1
Мешков Алексей Николаевич,1,4,0
Пчельников Геннадий Игнатьевич,1,10,1
Сазонова Ирина Сергеевна,1,10,1
Харлова Марина Анатольевна,1,9,0
Шмилович Аркадий Липович,1,10,1
Яковлев Евгений Александрович,1,3,0
Акатова Марина Вячеславовна,1,10,0
Бойков Илья Маркович,1,9,1
Борисова Людмила Павловна,1,0,0
Брынская Ольга Павловна,1,4,0
Бурков Антон Леонидович,1,9,1
Бурмистров Владимир Борисович,1,0,0
Володина Наталья Николаевна,1,0,0
Вьюкова Анна Александровна,1,0,0
Голота Ирина Трофимовна,1,5,0
Гринченко Владимир Владимирович,1,5,0
Калинин Владимир Александрович,1,9,1
Камченко Надежда Олеговна,1,0,0
Лафицкая Наталия Владимировна,1,10,0
Ловягина Елена Николаевна,1,0,0
Лютцер Людмила Николаевна,1,10,0
Назарова Лидия Андреевна,1,3,0
Николаев Тимофей Александрович,1,9,1
Петрова Мария Владимировна,1,4,0
Попова Калерия Евгеньевна,1,4,0
Преображенский Сергей Антонович,0,4,0
Резанцева Наталья Павловна,0,10,0
Ровенский Артем Михайлович,0,10,0
Сомов Виталий Сергеевич,0,4,0
Уткина Кристина Александровна,0,5,0
Филиппова Елена Витальевна,0,3,0
Хаустов Виталий Иванович,0,7,0
Штацкая Ольга Львовна,0,0,1
Алексеев Иван Александрович,1,9,0
Бабурина Ирина Алексеевна,1,10,1
Барановский Спартак Спартакович,1,10,0
Бацманов Глеб Михайлович,1,5,0
Вардомский Дмитрий Сергеевич,1,4,0
Геворкян Гаянэ Андреевна,1,5,0
Дроздов Валентин Николаевич,1,3,0
Истин Николай Михайлович,1,0,0
Кладов Евгений Сергеевич,1,9,0
Куземина Юлия Владимировна,1,10,1
Нефедов Гордей Юрьевич,1,9,1
Оболонский Юрий Владимирович,1,4,0
Ордина Ольга Николаевна,1,10,0
Панин Никита Павлович,1,5,0
Панин Павел Вячеславович,1,8,0
Роженко Анастасия Валерьевна,1,4,0
Рябов-Нефтестроевский Иван Александрович,1,5,0
Серегина Анна Романовна,1,3,0
Соболева Марина Владимировна,0,0,0
Соколов Арсений Александрович,0,0,0
Соколова Яна Александровна,0,9,1
Удалова Валентина Александровна,0,10,0
Чиркин Кирилл Вадимович,0,4,1
Шешенин Алексей Николаевич,0,9,0
Яворовская Ксения Александровна,0,0,0
Алиева Сабина Ага Меликовна,0,0,0
Антипов Андрей Александрович,0,9,0
Буфетова Зинаида Михайловна,0,10,1
Давыдова Александра Владимировна,0,0,0
Данилов Илья Игоревич,0,5,0
Желонкина Наталья Владимировна,0,7,0
Жуков Виктор Иванович,0,10,1
Зарубина Валентина Владимировна,0,10,1
Зотин Александр Вадимович,0,4,0
Крылов Борис Анатольевич,0,6,0
Луппов Сергей Геннадьевич,0,5,0
Набатчикова Лариса Алексеевна,0,3,0
Неменов Александр Наумович,0,4,0
Плотников Игорь Владимирович,0,5,0
Попов Александр Викторович,0,9,0
Реус Дмитрий Дмитриевич,0,8,0
Сахарова Ирина Николаевна,0,10,1
Сидельникова Ольга Сергеевна,0,9,0
Сметлев Василий Сергеевич,0,10,1
Сухов Дмитрий Николаевич,0,9,0
Федосеева Татьяна Леонидовна,0,4,0
Авалян Гор Арменович,2,8,0
Андреев Сергей Валерьевич,2,10,1
Андреенко Петр Михайлович,2,4,0
Ветин Антон Николаевич,2,8,0
Гераськин Алексей Васильевич,2,4,0
Держовский Илья Витальевич,2,0,0
Евсенина Елена Валентиновна,2,10,1
Коновалов Роман Константинович,2,9,0
Лепский Тимур Александрович,2,9,0
Мансуров Николай Андреевич,2,10,1
Мущинкин Александр Владимирович,2,9,0
Норенко Елена Ивановна,2,10,1
Овчинников Александр Анатольевич,2,5,0
Романов Владимир Афанасьевич,2,10,1
Рябов-Нефтестроевский Иван Александрович,2,5,0
Самойленко Валентина Михайловна,2,3,0
Смекалов Леонид Валентинович,2,7,0
Строганова Валерия Валерьевна,2,9,0
Сухманский Вадим Сергеевич,0,4,0
Теперин Виталий Анатольевич,0,0,0
Титов Анатолий Игоревич,0,9,0
Цыба Алексей Николаевич,0,8,0
Шаляпин Сергей Николаевич,0,4,0
Юрий Сергей Константинович,0,5,0
Якутина Фатима Алиевна,0,6,0
Климкин Михаил Витольдович,0,3,0
Лазарев Владимир Иванович,0,4,0
Малышева Наталья Александровна,0,4,0
Марусенко Марья Михайловна,0,4,0
Сабадаш Роман Владимирович,0,4,0
Белоколодцев Кирилл Сергеевич,0,5,0
Комаричев Никита Михайлович,0,5,0
Рябов-Нефтестроевский Иван Александрович,0,5,0
Фураков Дмитрий Вячеславович,0,5,0
Архарова Ольга Петровна,0,10,1
Зинин Андрей Сергеевич,0,10,1
Леков Руслан Муратович,0,10,1
Тутрин Николай Николаевич,0,10,1
Щербаченко Петр Сергеевич,0,10,1
Орлова Наталья Игоревна,0,7,0
Кондауров Денис Борисович,0,9,0
Миропольский Никита Юрьевич,0,9,0
Никонов Александр Анатольевич,0,8,0
Папян Айк Гришаевич,0,8,0
Папян Гарегин Гришаевич,0,8,0
Агаджанян Армен Шагенович,1,0,0
Беседин Александр Юрьевич,1,0,0
Волков Александр Вячеславович,1,0,0
Галой Наталья Юрьевна,1,0,0
Герман Светлана Ивановна,1,0,0
Дрынкина Галина Леонардовна,1,0,0
Евдокимов Алексей Николаевич,1,0,0
Зориков Кирилл Олегович,1,0,0
Ильин Павел Станиславович,1,0,0
Малютина Мария Андреевна,1,0,0
Пасканный Алексей Александрович,1,0,0
Проничев Денис Сергеевич,1,0,0
Филимонов Семен Владимирович,1,0,0
Шешуков Андрей Витальевич,0,3,0
Бокай-Полтавец Андрей Сергеевич,0,4,0
Долиденок Антон Михайлович,0,4,0
Романтеев Павел Владимирович,0,4,0
Сапрыкин Андрис Сергеевич,0,4,0
Семенихина Людмила Ивановна,0,4,0
Лебедев Артур Геннадьевич,0,5,0
Недорезова Елена Владимировна,0,5,0
Барановская Елена Валентиновна,0,10,1
Илюхина Вера Алексеевна,0,10,1
Курбатов Алексей Александрович,0,10,1
Лесаева Ольга Александровна,0,10,1
Трость Александр Владимирович,0,10,1
Карабанович Виктор Болеславович,0,7,0
Бакиров Игорь Вакильевич,0,9,0
Петровский Дмитрий Алексеевич,0,9,0
Репкин Игорь Юрьевич,0,9,0
Хайми Михаил Павлович,0,9,0
Белоусов Дмитрий Александрович,0,8,0
Мустафаев Вадим Хидирбекович,0,8,0
Пинчук Андрей Валентинович,0,8,0
Цыбулин Роман Александрович,0,8,0
Денисов Артем Олегович,0,0,0
Жебель Михаил Сергеевич,0,0,0
Иванов Денис Викторович,0,0,0
Косорукова Елена Валентиновна,0,0,0
Маркин Руслан Ростиславович,0,0,0
Муравьева Елена Владимировна,0,0,0
Осин Владимир Алексеевич,0,0,0
Первеев Дмитрий Павлович,0,0,0
Салкин Михаил Игоревич,0,0,0
Тюрякова Вера Леонидовна,0,0,0
Акопджанов Михаил Владимирович,2,7,0
Алёшин Игорь Николаевич,2,8,0
Анкудинов Андрей Львович,2,4,0
Бопп Александр Гербертович,2,8,0
Борисова Екатерина Михайловна,2,9,0
Геворкян Гаянэ Андреевна,2,5,0
Громов Михаил Николаевич,2,0,0
Гуляев Виталий Владимирович,2,0,0
Гурова Елена Ивановна,2,10,1
Даутова Ирина Викторовна,2,10,1
Денискин Сергей Юрьевич,2,10,1
Дережова Ирина Эдуардовна,2,8,0
Догадкин Андрей Витальевич,2,0,0
Зубов Евгений Юрьевич,2,9,0
Каменев Евгений Игоревич,2,0,0
Курбацкая Кристина Александровна,2,4,0
Лапшов Алексей Сергеевич,2,5,0
Матвеенко Сергей Александрович,2,0,0
Морозова Алла Борисовна,0,4,0
Огнева Эмма Захаровна,0,8,0
Пересветова Наталья Михайловна,0,3,0
Пивоварова Ольга Григорьевна,0,0,0
Соловьева Виктория Борисовна,0,8,0
Тарасов Станислав Александрович,0,6,0
