name,declined,parties,won
Пиганов Арсений Яковлевич,1,4,0
Соколова Ксения Владимировна,1,4,0
Царева Ирина Васильевна,1,4,0
Малиновский Максим Анатольевич,1,5,0
Хамзина Елена Николаевна,1,5,0
Асеева Ирина Викторовна,1,10,1
Болотова Раиса Алексеевна,1,10,1
Горбов Борис Геннадиевич,1,10,0
Иноземцева Надежда Игоревна,1,10,0
Фирфаров Константин Владимирович,1,10,1
Маркова Татьяна Алексеевна,1,7,0
Бадулин Алексей Иванович,1,9,1
Ефанов Григорий Валерьевич,1,9,0
Комиссарова Наталья Львовна,1,9,1
Полякова Александра Григорьевна,1,8,0
Шереметьев Игорь Валентинович,1,8,0
Багдасарян Давид Иванович,1,0,0
Монахов Валерий Федорович,1,0,0
Фомкин Никита Сергеевич,1,0,0
Гладышев Вадим Борисович,0,3,0
Давыдов Александр Викторович,0,3,0
Казимиренко Николай Александрович,0,3,0
Брилёв Александр Александрович,0,4,0
Долотихин Юрий Викторович,0,4,0
Иванова Тамара Александровна,0,4,0
Конкин Виталий Викторович,0,4,0
Соколов Алексей Алексеевич,0,4,0
Балмышев Алексей Валерьевич,0,5,0
Балмышева Роза Ахсановна,0,5,0
Протасов Роман Игоревич,0,5,0
Киселев Артем Владимирович,0,10,1
Кобзарь Светлана Николаевна,0,10,1
Коминова Елена Борисовна,0,10,1
Пищулин Александр Евгеньевич,0,10,0
Сафонов Владимир Александрович,0,10,0
Тютюнник Сергей Витальевич,0,7,0
Бер Илья Леонидович,0,9,1
Волнов Юрий Анатольевич,0,9,1
Никитин Михаил Владимирович,0,21,0
Бушуев Алексей Сергеевич,0,0,0
Сидоров Дмитрий Олегович,0,0,0
Степина Виктория Владимировна,0,0,0
Алиев Мариф Ариф оглы,0,5,0
Бекасов Александр Валентинович,0,10,1
Белый Олег Иванович,0,0,0
Веселков Валентин Игоревич,0,0,0
Вишницкий Сергей Сергеевич,0,8,0
Глухов Олег Евгеньевич,0,0,0
Дятлов Леонид Юрьевич,0,8,0
Карлов Денис Александрович,0,10,1
Козлов Виктор Владимирович,0,4,0
Корнеев Никита Викторович,0,4,0
Марфин Андрей Вячеславович,0,10,1
Михопулос Юлия Антонисовна,0,0,0
Огородников Алексей Михайлович,0,0,0
Олейников Александр Алексеевич,0,3,0
Пименов Вячеслав Владимирович,0,3,0
Пронин Виктор Климович,0,9,0
Пронин Илья Викторович,0,9,0
Романцова Оксана Тимофеевна,0,5,0
Сергеев Александр Иванович,0,10,1
Слободина Ольга Юрьевна,0,0,0
Соловьев Алексей Игоревич,0,4,0
Сопелев Сергей Васильевич,0,16,0
Шабаев Дмитрий Александрович,0,4,0
Швец Наталья Витальевна,0,5,0
Щегольков Михаил Александрович,0,9,0
Юликов Владимир Михайлович,0,9,0
Аликов Александр Ахсарбекович,0,0,0
Баландин Александр Иванович,0,5,0
Барановский Дмитрий Сергеевич,0,0,1
Бодрова Елена Борисовна,0,10,0
Браматкина Алла Анатольевна,0,10,1
Ерохина Надежда Анатольевна,0,8,0
Захаров Илья Викторович,0,4,0
Киреев Андрей Николаевич,0,5,0
Козлов Владимир Владимирович,0,4,0
Кузьмина Светлана Игоревна,0,0,0
Лобов Алексей Борисович,0,7,0
Маркова Екатерина Николаевна,0,10,1
Мартынов Сергей Валерьевич,0,0,0
Нестерова Анна Евгеньевна,0,0,0
Пирожков Евгений Васильевич,0,10,0
Силаева Екатерина Геннадиевна,0,9,1
Скирдо Дмитрий Владимирович,0,0,0
Степанишин Евгений Игоревич,0,4,0
Степанишина Любовь Владимировна,0,4,0
Тихонов Дмитрий Викторович,1,0,0
Торопов Владимир Михайлович,1,6,0
Чевтайкина Надежда Васильевна,1,3,0
Чекаева Елена Владимировна,1,0,0
Шевченко Денис Владимирович,1,0,0
Аданюк Владимир Владимирович,1,3,0
Аксенов Илья Алексеевич,1,0,0
Бакулин Александр Иванович,1,0,0
Банчукова Татьяна Алексеевна,1,10,1
Барабанов Алексей Юрьевич,1,4,0
Белов Даниил Романович,1,5,0
Егоров Сергей Сергеевич,1,10,1
Елисеев Александр Сергеевич,1,4,0
Жуков Виктор Дмитриевич,1,10,1
Захарова Екатерина Сергеевна,1,0,0
Зинова Галина Яковлевна,1,10,1
Молочко Александр Михайлович,1,5,0
Орлов Ринат Иосифович,1,4,0
Пашковский Владислав Владимирович,1,5,0
Певунов Дмитрий Станиславович,1,0,0
Рунтов Иван Иванович,1,0,0
Сокирко Дмитрий Владимирович,1,5,0
